[Tue Oct 14 13:39:46 PDT 2025] Running BQSquare_416x240_60 mode=PSNR lambda=1024
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
Frame 9 PSNR = 30.004513
Frame 8 PSNR = 29.333359
Frame 15 PSNR = 33.605568
Frame 16 PSNR = 32.165855
Frame 17 PSNR = 31.235813
Frame 18 PSNR = 30.545174
Frame 19 PSNR = 30.04813
Frame 20 PSNR = 29.372066
Frame 27 PSNR = 37.290069102200476
Frame 26 PSNR = 33.735683
Frame 25 PSNR = 32.46505
Frame 24 PSNR = 31.364098
Frame 23 PSNR = 30.552176
Frame 22 PSNR = 29.904186
Frame 21 PSNR = 29.206985
Frame 28 PSNR = 33.57495
Frame 29 PSNR = 32.3253
Frame 30 PSNR = 31.451595
Frame 31 PSNR = 30.73908
Frame 32 PSNR = 30.090263
Frame 33 PSNR = 29.424488
Frame 40 PSNR = 37.283088882860305
Frame 39 PSNR = 33.38015
Frame 38 PSNR = 32.243263
Frame 37 PSNR = 31.32133
Frame 36 PSNR = 30.601107
Frame 35 PSNR = 29.966494
Frame 34 PSNR = 29.306885
Frame 41 PSNR = 33.527145
Frame 42 PSNR = 32.18272
Frame 43 PSNR = 31.264053
Frame 44 PSNR = 30.644062
Frame 45 PSNR = 30.097706
Frame 46 PSNR = 29.504251
Frame 53 PSNR = 37.22342493437993
Frame 52 PSNR = 33.368557
Frame 51 PSNR = 31.998207
Frame 50 PSNR = 31.124865
Frame 49 PSNR = 30.494059
Frame 48 PSNR = 29.946949
Frame 47 PSNR = 29.343178
Frame 54 PSNR = 33.122547
Frame 55 PSNR = 31.70649
Frame 56 PSNR = 30.932362
Frame 57 PSNR = 30.30658
Frame 58 PSNR = 29.753853
Frame 59 PSNR = 29.199066
Frame 66 PSNR = 37.20310715175734
Frame 65 PSNR = 33.123413
Frame 64 PSNR = 31.795769
Frame 63 PSNR = 30.868065
Frame 62 PSNR = 30.233181
Frame 61 PSNR = 29.658907
Frame 60 PSNR = 29.057175
Frame 67 PSNR = 33.161064
Frame 68 PSNR = 31.729567
Frame 69 PSNR = 30.858976
Frame 70 PSNR = 30.237345
Frame 71 PSNR = 29.744774
Frame 72 PSNR = 29.220982
Frame 79 PSNR = 37.25493121095701
Frame 78 PSNR = 32.845875
Frame 77 PSNR = 31.584303
Frame 76 PSNR = 30.77238
Frame 75 PSNR = 30.063444
Frame 74 PSNR = 29.526442
Frame 73 PSNR = 28.964836
Frame 80 PSNR = 32.96085
Frame 81 PSNR = 31.788164
Frame 82 PSNR = 30.931341
Frame 83 PSNR = 30.290598
Frame 84 PSNR = 29.872913
Frame 85 PSNR = 29.23068
Frame 92 PSNR = 37.24291626096468
Frame 91 PSNR = 32.992863
Frame 90 PSNR = 31.742495
Frame 89 PSNR = 30.963303
Frame 88 PSNR = 30.26312
Frame 87 PSNR = 29.64083
Frame 86 PSNR = 29.007374
Frame 93 PSNR = 32.83194
Frame 94 PSNR = 31.48087
Frame 95 PSNR = 30.804785
Frame 96 PSNR = 30.292093
Frame 97 PSNR = 29.764994
Frame 98 PSNR = 29.214176
Frame 99 PSNR = 29.044731
Frame 100 PSNR = 28.873154
Average PSNR: 31.467662817430636
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:524: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:525: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:526: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:527: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:532: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
Frame 3 mv_bits = 1168
Frame 4 mv_bits = 1096
Frame 5 mv_bits = 1024
Frame 6 mv_bits = 1024
Frame 7 mv_bits = 1016
Frame 12 mv_bits = 1296
Frame 11 mv_bits = 1096
Frame 10 mv_bits = 1056
Frame 9 mv_bits = 1032
Frame 8 mv_bits = 1008
Frame 16 mv_bits = 1216
Frame 17 mv_bits = 1160
Frame 18 mv_bits = 1000
Frame 19 mv_bits = 1008
Frame 20 mv_bits = 944
Frame 25 mv_bits = 1272
Frame 24 mv_bits = 1048
Frame 23 mv_bits = 936
Frame 22 mv_bits = 984
Frame 21 mv_bits = 1032
Frame 29 mv_bits = 1192
Frame 30 mv_bits = 1032
Frame 31 mv_bits = 1056
Frame 32 mv_bits = 976
Frame 33 mv_bits = 976
Frame 38 mv_bits = 1312
Frame 37 mv_bits = 1072
Frame 36 mv_bits = 1064
Frame 35 mv_bits = 1024
Frame 34 mv_bits = 952
Frame 42 mv_bits = 1264
Frame 43 mv_bits = 1176
Frame 44 mv_bits = 1152
Frame 45 mv_bits = 1224
Frame 46 mv_bits = 1120
Frame 51 mv_bits = 1328
Frame 50 mv_bits = 1176
Frame 49 mv_bits = 1072
Frame 48 mv_bits = 1184
Frame 47 mv_bits = 1072
Frame 55 mv_bits = 1328
Frame 56 mv_bits = 1120
Frame 57 mv_bits = 1024
Frame 58 mv_bits = 1104
Frame 59 mv_bits = 1032
Frame 64 mv_bits = 1328
Frame 63 mv_bits = 1088
Frame 62 mv_bits = 1176
Frame 61 mv_bits = 1136
Frame 60 mv_bits = 1056
Frame 68 mv_bits = 1256
Frame 69 mv_bits = 1112
Frame 70 mv_bits = 1048
Frame 71 mv_bits = 1088
Frame 72 mv_bits = 1088
Frame 77 mv_bits = 1384
Frame 76 mv_bits = 1208
Frame 75 mv_bits = 1088
Frame 74 mv_bits = 1096
Frame 73 mv_bits = 1072
Frame 81 mv_bits = 1296
Frame 82 mv_bits = 1120
Frame 83 mv_bits = 1048
Frame 84 mv_bits = 1128
Frame 85 mv_bits = 1040
Frame 90 mv_bits = 1264
Frame 89 mv_bits = 1168
Frame 88 mv_bits = 1096
Frame 87 mv_bits = 1088
Frame 86 mv_bits = 1112
Frame 94 mv_bits = 1248
Frame 95 mv_bits = 1064
Frame 96 mv_bits = 1040
Frame 97 mv_bits = 1088
Frame 98 mv_bits = 1024
Frame 99 mv_bits = 1416
Frame 100 mv_bits = 1360
Frame 3 res_bits = 5352
Frame 4 res_bits = 5864
Frame 5 res_bits = 5384
Frame 6 res_bits = 4544
Frame 7 res_bits = 3272
Frame 12 res_bits = 4952
Frame 11 res_bits = 5336
Frame 10 res_bits = 4816
Frame 9 res_bits = 4496
Frame 8 res_bits = 3096
Frame 16 res_bits = 5248
Frame 17 res_bits = 5512
Frame 18 res_bits = 5440
Frame 19 res_bits = 4576
Frame 20 res_bits = 3312
Frame 25 res_bits = 5240
Frame 24 res_bits = 5616
Frame 23 res_bits = 5296
Frame 22 res_bits = 4416
Frame 21 res_bits = 3152
Frame 29 res_bits = 5480
Frame 30 res_bits = 5184
Frame 31 res_bits = 5656
Frame 32 res_bits = 4488
Frame 33 res_bits = 3288
Frame 38 res_bits = 4848
Frame 37 res_bits = 5416
Frame 36 res_bits = 5240
Frame 35 res_bits = 4344
Frame 34 res_bits = 3432
Frame 42 res_bits = 5504
Frame 43 res_bits = 5704
Frame 44 res_bits = 5288
Frame 45 res_bits = 5272
Frame 46 res_bits = 3368
Frame 51 res_bits = 5240
Frame 50 res_bits = 5784
Frame 49 res_bits = 4968
Frame 48 res_bits = 5088
Frame 47 res_bits = 3464
Frame 55 res_bits = 6104
Frame 56 res_bits = 5832
Frame 57 res_bits = 6224
Frame 58 res_bits = 4960
Frame 59 res_bits = 3560
Frame 64 res_bits = 5392
Frame 63 res_bits = 5648
Frame 62 res_bits = 5480
Frame 61 res_bits = 4624
Frame 60 res_bits = 3536
Frame 68 res_bits = 5832
Frame 69 res_bits = 6272
Frame 70 res_bits = 6248
Frame 71 res_bits = 4696
Frame 72 res_bits = 3656
Frame 77 res_bits = 5568
Frame 76 res_bits = 5704
Frame 75 res_bits = 5672
Frame 74 res_bits = 4872
Frame 73 res_bits = 3216
Frame 81 res_bits = 5856
Frame 82 res_bits = 6088
Frame 83 res_bits = 5856
Frame 84 res_bits = 4728
Frame 85 res_bits = 3704
Frame 90 res_bits = 5320
Frame 89 res_bits = 5296
Frame 88 res_bits = 5248
Frame 87 res_bits = 4936
Frame 86 res_bits = 3336
Frame 94 res_bits = 6000
Frame 95 res_bits = 5976
Frame 96 res_bits = 5856
Frame 97 res_bits = 4976
Frame 98 res_bits = 3552
Frame 99 res_bits = 12088
Frame 100 res_bits = 8296
Average bpp: 0.22460096153846154
