[Wed Oct 15 09:22:54 PDT 2025] Running BQTerrace_1920x1072_60 mode=PSNR lambda=256
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
Frame 9 PSNR = 29.065168
Frame 8 PSNR = 28.785227
Frame 15 PSNR = 30.023264
Frame 16 PSNR = 29.77277
Frame 17 PSNR = 29.645634
Frame 18 PSNR = 29.370287
Frame 19 PSNR = 29.096024
Frame 20 PSNR = 28.781021
Frame 27 PSNR = 30.858963407593297
Frame 26 PSNR = 29.892515
Frame 25 PSNR = 29.722069
Frame 24 PSNR = 29.425814
Frame 23 PSNR = 29.193747
Frame 22 PSNR = 28.95972
Frame 21 PSNR = 28.766499
Frame 28 PSNR = 29.963253
Frame 29 PSNR = 29.71891
Frame 30 PSNR = 29.53886
Frame 31 PSNR = 29.421333
Frame 32 PSNR = 29.189037
Frame 33 PSNR = 28.83505
Frame 40 PSNR = 30.916253863043075
Frame 39 PSNR = 29.712154
Frame 38 PSNR = 29.64019
Frame 37 PSNR = 29.4578
Frame 36 PSNR = 29.197365
Frame 35 PSNR = 28.875546
Frame 34 PSNR = 28.599762
Frame 41 PSNR = 29.776892
Frame 42 PSNR = 29.898075
Frame 43 PSNR = 29.686983
Frame 44 PSNR = 29.450598
Frame 45 PSNR = 29.164455
Frame 46 PSNR = 28.845758
Frame 53 PSNR = 30.984356503670266
Frame 52 PSNR = 29.791523
Frame 51 PSNR = 29.614601
Frame 50 PSNR = 29.341112
Frame 49 PSNR = 29.037283
Frame 48 PSNR = 28.675774
Frame 47 PSNR = 28.41948
Frame 54 PSNR = 30.190828
Frame 55 PSNR = 30.001497
Frame 56 PSNR = 29.906813
Frame 57 PSNR = 29.731068
Frame 58 PSNR = 29.475527
Frame 59 PSNR = 29.066551
Frame 66 PSNR = 31.063098931989828
Frame 65 PSNR = 29.960915
Frame 64 PSNR = 29.65955
Frame 63 PSNR = 29.485271
Frame 62 PSNR = 29.31538
Frame 61 PSNR = 28.928951
Frame 60 PSNR = 28.553637
Frame 67 PSNR = 30.357122
Frame 68 PSNR = 30.13864
Frame 69 PSNR = 30.00046
Frame 70 PSNR = 29.792498
Frame 71 PSNR = 29.593693
Frame 72 PSNR = 29.324099
Frame 79 PSNR = 31.238492230429962
Frame 78 PSNR = 29.783134
Frame 77 PSNR = 29.645264
Frame 76 PSNR = 29.500696
Frame 75 PSNR = 29.345423
Frame 74 PSNR = 29.019268
Frame 73 PSNR = 28.633932
Frame 80 PSNR = 30.539398
Frame 81 PSNR = 30.286057
Frame 82 PSNR = 30.00618
Frame 83 PSNR = 29.886303
Frame 84 PSNR = 29.774452
Frame 85 PSNR = 29.55213
Frame 92 PSNR = 31.350245602305165
Frame 91 PSNR = 30.108732
Frame 90 PSNR = 29.943241
Frame 89 PSNR = 29.556368
Frame 88 PSNR = 29.304161
Frame 87 PSNR = 29.116856
Frame 86 PSNR = 28.96121
Frame 93 PSNR = 30.537771
Frame 94 PSNR = 30.378145
Frame 95 PSNR = 30.25652
Frame 96 PSNR = 30.062849
Frame 97 PSNR = 29.888708
Frame 98 PSNR = 29.636963
Frame 99 PSNR = 29.529821
Frame 100 PSNR = 29.551962
Average PSNR: 29.6412845842533
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:524: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:525: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:526: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:527: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:532: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
Frame 3 mv_bits = 23688
Frame 4 mv_bits = 16848
Frame 5 mv_bits = 15392
Frame 6 mv_bits = 13840
Frame 7 mv_bits = 12560
Frame 12 mv_bits = 18984
Frame 11 mv_bits = 16080
Frame 10 mv_bits = 15864
Frame 9 mv_bits = 15864
Frame 8 mv_bits = 14112
Frame 16 mv_bits = 22288
Frame 17 mv_bits = 16848
Frame 18 mv_bits = 16064
Frame 19 mv_bits = 14848
Frame 20 mv_bits = 13968
Frame 25 mv_bits = 24664
Frame 24 mv_bits = 18760
Frame 23 mv_bits = 17656
Frame 22 mv_bits = 15816
Frame 21 mv_bits = 14512
Frame 29 mv_bits = 18776
Frame 30 mv_bits = 17608
Frame 31 mv_bits = 17136
Frame 32 mv_bits = 16336
Frame 33 mv_bits = 15568
Frame 38 mv_bits = 25280
Frame 37 mv_bits = 21264
Frame 36 mv_bits = 20776
Frame 35 mv_bits = 18480
Frame 34 mv_bits = 17728
Frame 42 mv_bits = 20016
Frame 43 mv_bits = 19024
Frame 44 mv_bits = 19464
Frame 45 mv_bits = 18352
Frame 46 mv_bits = 18000
Frame 51 mv_bits = 27680
Frame 50 mv_bits = 25032
Frame 49 mv_bits = 24016
Frame 48 mv_bits = 22400
Frame 47 mv_bits = 20576
Frame 55 mv_bits = 22168
Frame 56 mv_bits = 20176
Frame 57 mv_bits = 19592
Frame 58 mv_bits = 18656
Frame 59 mv_bits = 20472
Frame 64 mv_bits = 30624
Frame 63 mv_bits = 27008
Frame 62 mv_bits = 24944
Frame 61 mv_bits = 24488
Frame 60 mv_bits = 24696
Frame 68 mv_bits = 23016
Frame 69 mv_bits = 20248
Frame 70 mv_bits = 18976
Frame 71 mv_bits = 18800
Frame 72 mv_bits = 19056
Frame 77 mv_bits = 31184
Frame 76 mv_bits = 26632
Frame 75 mv_bits = 24872
Frame 74 mv_bits = 23960
Frame 73 mv_bits = 23880
Frame 81 mv_bits = 25144
Frame 82 mv_bits = 21904
Frame 83 mv_bits = 19888
Frame 84 mv_bits = 19720
Frame 85 mv_bits = 19504
Frame 90 mv_bits = 31128
Frame 89 mv_bits = 26824
Frame 88 mv_bits = 24800
Frame 87 mv_bits = 24448
Frame 86 mv_bits = 24048
Frame 94 mv_bits = 25704
Frame 95 mv_bits = 21432
Frame 96 mv_bits = 22200
Frame 97 mv_bits = 21536
Frame 98 mv_bits = 20744
Frame 99 mv_bits = 69928
Frame 100 mv_bits = 32768
Frame 3 res_bits = 41480
Frame 4 res_bits = 33536
Frame 5 res_bits = 28504
Frame 6 res_bits = 21648
Frame 7 res_bits = 14544
Frame 12 res_bits = 39856
Frame 11 res_bits = 33280
Frame 10 res_bits = 30184
Frame 9 res_bits = 23712
Frame 8 res_bits = 16208
Frame 16 res_bits = 40920
Frame 17 res_bits = 34424
Frame 18 res_bits = 30120
Frame 19 res_bits = 24968
Frame 20 res_bits = 16960
Frame 25 res_bits = 45864
Frame 24 res_bits = 39528
Frame 23 res_bits = 33032
Frame 22 res_bits = 24992
Frame 21 res_bits = 16352
Frame 29 res_bits = 40664
Frame 30 res_bits = 36896
Frame 31 res_bits = 31640
Frame 32 res_bits = 25752
Frame 33 res_bits = 17616
Frame 38 res_bits = 48208
Frame 37 res_bits = 42408
Frame 36 res_bits = 36536
Frame 35 res_bits = 28824
Frame 34 res_bits = 19080
Frame 42 res_bits = 43192
Frame 43 res_bits = 38184
Frame 44 res_bits = 35672
Frame 45 res_bits = 28760
Frame 46 res_bits = 18512
Frame 51 res_bits = 54120
Frame 50 res_bits = 46320
Frame 49 res_bits = 41784
Frame 48 res_bits = 33272
Frame 47 res_bits = 22232
Frame 55 res_bits = 49592
Frame 56 res_bits = 43832
Frame 57 res_bits = 36616
Frame 58 res_bits = 28368
Frame 59 res_bits = 21000
Frame 64 res_bits = 60088
Frame 63 res_bits = 51392
Frame 62 res_bits = 42760
Frame 61 res_bits = 35040
Frame 60 res_bits = 26080
Frame 68 res_bits = 48048
Frame 69 res_bits = 42344
Frame 70 res_bits = 36792
Frame 71 res_bits = 29424
Frame 72 res_bits = 20744
Frame 77 res_bits = 56896
Frame 76 res_bits = 50184
Frame 75 res_bits = 44544
Frame 74 res_bits = 37264
Frame 73 res_bits = 27768
Frame 81 res_bits = 45336
Frame 82 res_bits = 41592
Frame 83 res_bits = 35688
Frame 84 res_bits = 29208
Frame 85 res_bits = 21176
Frame 90 res_bits = 57176
Frame 89 res_bits = 52144
Frame 88 res_bits = 45480
Frame 87 res_bits = 37408
Frame 86 res_bits = 28080
Frame 94 res_bits = 46032
Frame 95 res_bits = 40984
Frame 96 res_bits = 38144
Frame 97 res_bits = 30464
Frame 98 res_bits = 20272
Frame 99 res_bits = 109592
Frame 100 res_bits = 56200
Average bpp: 0.05721750621890547
