[Wed Oct 15 14:31:52 PDT 2025] Running BQTerrace_1920x1072_60 mode=PSNR lambda=2048
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
Frame 9 PSNR = 32.59212
Frame 8 PSNR = 32.478016
Frame 15 PSNR = 32.966007
Frame 16 PSNR = 32.804337
Frame 17 PSNR = 32.774258
Frame 18 PSNR = 32.738747
Frame 19 PSNR = 32.643394
Frame 20 PSNR = 32.537834
Frame 27 PSNR = 40.866968912471904
Frame 26 PSNR = 32.854168
Frame 25 PSNR = 32.921124
Frame 24 PSNR = 32.816265
Frame 23 PSNR = 32.727547
Frame 22 PSNR = 32.614346
Frame 21 PSNR = 32.519913
Frame 28 PSNR = 32.73979
Frame 29 PSNR = 32.641983
Frame 30 PSNR = 32.827026
Frame 31 PSNR = 32.874973
Frame 32 PSNR = 32.738636
Frame 33 PSNR = 32.502625
Frame 40 PSNR = 40.879794315993706
Frame 39 PSNR = 32.56244
Frame 38 PSNR = 32.718452
Frame 37 PSNR = 32.857204
Frame 36 PSNR = 32.759426
Frame 35 PSNR = 32.557762
Frame 34 PSNR = 32.468388
Frame 41 PSNR = 32.45921
Frame 42 PSNR = 32.78713
Frame 43 PSNR = 32.767742
Frame 44 PSNR = 32.798965
Frame 45 PSNR = 32.716217
Frame 46 PSNR = 32.44931
Frame 53 PSNR = 40.86317901678307
Frame 52 PSNR = 32.592422
Frame 51 PSNR = 32.82245
Frame 50 PSNR = 33.050953
Frame 49 PSNR = 32.792084
Frame 48 PSNR = 32.635002
Frame 47 PSNR = 32.430897
Frame 54 PSNR = 32.718163
Frame 55 PSNR = 32.881245
Frame 56 PSNR = 33.019917
Frame 57 PSNR = 33.034
Frame 58 PSNR = 32.939293
Frame 59 PSNR = 32.6317
Frame 66 PSNR = 40.85597769751706
Frame 65 PSNR = 32.959587
Frame 64 PSNR = 33.215595
Frame 63 PSNR = 33.117157
Frame 62 PSNR = 33.01917
Frame 61 PSNR = 32.819206
Frame 60 PSNR = 32.624565
Frame 67 PSNR = 32.90321
Frame 68 PSNR = 33.185883
Frame 69 PSNR = 33.07955
Frame 70 PSNR = 33.03521
Frame 71 PSNR = 32.89233
Frame 72 PSNR = 32.703114
Frame 79 PSNR = 40.82494589765676
Frame 78 PSNR = 32.972954
Frame 77 PSNR = 32.99378
Frame 76 PSNR = 32.897305
Frame 75 PSNR = 32.811928
Frame 74 PSNR = 32.637344
Frame 73 PSNR = 32.4566
Frame 80 PSNR = 33.02786
Frame 81 PSNR = 33.0228
Frame 82 PSNR = 32.92336
Frame 83 PSNR = 32.925926
Frame 84 PSNR = 32.858746
Frame 85 PSNR = 32.78116
Frame 92 PSNR = 40.81446197863856
Frame 91 PSNR = 32.90269
Frame 90 PSNR = 33.196518
Frame 89 PSNR = 33.15776
Frame 88 PSNR = 33.040897
Frame 87 PSNR = 32.937923
Frame 86 PSNR = 32.82648
Frame 93 PSNR = 32.983253
Frame 94 PSNR = 33.206383
Frame 95 PSNR = 33.28558
Frame 96 PSNR = 33.265278
Frame 97 PSNR = 33.13705
Frame 98 PSNR = 32.94232
Frame 99 PSNR = 33.07786
Frame 100 PSNR = 33.069283
Average PSNR: 33.47100323332569
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:524: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:525: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:526: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:527: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:532: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
Frame 3 mv_bits = 98728
Frame 4 mv_bits = 85656
Frame 5 mv_bits = 85064
Frame 6 mv_bits = 83600
Frame 7 mv_bits = 73248
Frame 12 mv_bits = 90352
Frame 11 mv_bits = 77496
Frame 10 mv_bits = 72600
Frame 9 mv_bits = 71704
Frame 8 mv_bits = 65872
Frame 16 mv_bits = 100032
Frame 17 mv_bits = 87032
Frame 18 mv_bits = 74944
Frame 19 mv_bits = 66560
Frame 20 mv_bits = 61544
Frame 25 mv_bits = 91952
Frame 24 mv_bits = 79504
Frame 23 mv_bits = 73224
Frame 22 mv_bits = 71648
Frame 21 mv_bits = 65088
Frame 29 mv_bits = 111192
Frame 30 mv_bits = 98992
Frame 31 mv_bits = 90368
Frame 32 mv_bits = 85824
Frame 33 mv_bits = 77920
Frame 38 mv_bits = 117344
Frame 37 mv_bits = 103208
Frame 36 mv_bits = 93432
Frame 35 mv_bits = 88664
Frame 34 mv_bits = 83552
Frame 42 mv_bits = 125848
Frame 43 mv_bits = 120592
Frame 44 mv_bits = 113328
Frame 45 mv_bits = 102864
Frame 46 mv_bits = 97272
Frame 51 mv_bits = 130112
Frame 50 mv_bits = 119424
Frame 49 mv_bits = 115656
Frame 48 mv_bits = 112328
Frame 47 mv_bits = 110584
Frame 55 mv_bits = 138488
Frame 56 mv_bits = 132640
Frame 57 mv_bits = 127264
Frame 58 mv_bits = 122720
Frame 59 mv_bits = 119832
Frame 64 mv_bits = 146224
Frame 63 mv_bits = 141568
Frame 62 mv_bits = 132816
Frame 61 mv_bits = 131336
Frame 60 mv_bits = 127088
Frame 68 mv_bits = 145544
Frame 69 mv_bits = 137824
Frame 70 mv_bits = 133232
Frame 71 mv_bits = 128416
Frame 72 mv_bits = 124424
Frame 77 mv_bits = 151160
Frame 76 mv_bits = 146760
Frame 75 mv_bits = 142024
Frame 74 mv_bits = 134744
Frame 73 mv_bits = 131256
Frame 81 mv_bits = 146896
Frame 82 mv_bits = 141976
Frame 83 mv_bits = 138024
Frame 84 mv_bits = 141304
Frame 85 mv_bits = 132448
Frame 90 mv_bits = 150784
Frame 89 mv_bits = 143152
Frame 88 mv_bits = 137864
Frame 87 mv_bits = 134112
Frame 86 mv_bits = 133344
Frame 94 mv_bits = 148384
Frame 95 mv_bits = 141584
Frame 96 mv_bits = 141544
Frame 97 mv_bits = 132424
Frame 98 mv_bits = 127256
Frame 99 mv_bits = 186672
Frame 100 mv_bits = 147840
Frame 3 res_bits = 285544
Frame 4 res_bits = 271432
Frame 5 res_bits = 249216
Frame 6 res_bits = 213360
Frame 7 res_bits = 173880
Frame 12 res_bits = 278400
Frame 11 res_bits = 263128
Frame 10 res_bits = 245672
Frame 9 res_bits = 217696
Frame 8 res_bits = 170672
Frame 16 res_bits = 283736
Frame 17 res_bits = 273608
Frame 18 res_bits = 246432
Frame 19 res_bits = 218288
Frame 20 res_bits = 175088
Frame 25 res_bits = 285744
Frame 24 res_bits = 284496
Frame 23 res_bits = 256952
Frame 22 res_bits = 217624
Frame 21 res_bits = 173928
Frame 29 res_bits = 292296
Frame 30 res_bits = 276368
Frame 31 res_bits = 247104
Frame 32 res_bits = 227328
Frame 33 res_bits = 187080
Frame 38 res_bits = 305624
Frame 37 res_bits = 291008
Frame 36 res_bits = 263272
Frame 35 res_bits = 229208
Frame 34 res_bits = 192624
Frame 42 res_bits = 297424
Frame 43 res_bits = 294936
Frame 44 res_bits = 271648
Frame 45 res_bits = 252672
Frame 46 res_bits = 205016
Frame 51 res_bits = 311640
Frame 50 res_bits = 294696
Frame 49 res_bits = 290712
Frame 48 res_bits = 261568
Frame 47 res_bits = 215408
Frame 55 res_bits = 307976
Frame 56 res_bits = 290144
Frame 57 res_bits = 257752
Frame 58 res_bits = 237088
Frame 59 res_bits = 229560
Frame 64 res_bits = 303296
Frame 63 res_bits = 300640
Frame 62 res_bits = 282064
Frame 61 res_bits = 281784
Frame 60 res_bits = 236488
Frame 68 res_bits = 301744
Frame 69 res_bits = 295752
Frame 70 res_bits = 267776
Frame 71 res_bits = 245784
Frame 72 res_bits = 214488
Frame 77 res_bits = 319072
Frame 76 res_bits = 317296
Frame 75 res_bits = 287432
Frame 74 res_bits = 263048
Frame 73 res_bits = 230768
Frame 81 res_bits = 316896
Frame 82 res_bits = 312728
Frame 83 res_bits = 281272
Frame 84 res_bits = 259496
Frame 85 res_bits = 214240
Frame 90 res_bits = 299800
Frame 89 res_bits = 305176
Frame 88 res_bits = 273856
Frame 87 res_bits = 241696
Frame 86 res_bits = 200688
Frame 94 res_bits = 300608
Frame 95 res_bits = 279512
Frame 96 res_bits = 256440
Frame 97 res_bits = 225000
Frame 98 res_bits = 193568
Frame 99 res_bits = 345504
Frame 100 res_bits = 312720
Average bpp: 0.3678954835199005
