[Tue Oct 14 13:45:21 PDT 2025] Running BQSquare_416x240_60 mode=PSNR lambda=2048
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
Frame 9 PSNR = 31.244034
Frame 8 PSNR = 30.714216
Frame 15 PSNR = 34.955353
Frame 16 PSNR = 33.651764
Frame 17 PSNR = 32.6221
Frame 18 PSNR = 31.909386
Frame 19 PSNR = 31.332869
Frame 20 PSNR = 30.747309
Frame 27 PSNR = 41.00709839737838
Frame 26 PSNR = 34.909462
Frame 25 PSNR = 33.639336
Frame 24 PSNR = 32.438725
Frame 23 PSNR = 31.780003
Frame 22 PSNR = 31.023214
Frame 21 PSNR = 30.630455
Frame 28 PSNR = 34.89879
Frame 29 PSNR = 33.68688
Frame 30 PSNR = 32.687
Frame 31 PSNR = 32.05894
Frame 32 PSNR = 31.40433
Frame 33 PSNR = 30.863407
Frame 40 PSNR = 40.98372486417262
Frame 39 PSNR = 34.568237
Frame 38 PSNR = 33.280994
Frame 37 PSNR = 32.357773
Frame 36 PSNR = 31.804798
Frame 35 PSNR = 31.148355
Frame 34 PSNR = 30.62739
Frame 41 PSNR = 34.75517
Frame 42 PSNR = 33.43069
Frame 43 PSNR = 32.44928
Frame 44 PSNR = 31.892078
Frame 45 PSNR = 31.539948
Frame 46 PSNR = 31.024727
Frame 53 PSNR = 40.9641499812426
Frame 52 PSNR = 34.321068
Frame 51 PSNR = 33.1259
Frame 50 PSNR = 32.187992
Frame 49 PSNR = 31.654716
Frame 48 PSNR = 31.138071
Frame 47 PSNR = 30.640888
Frame 54 PSNR = 34.30352
Frame 55 PSNR = 33.156635
Frame 56 PSNR = 32.29779
Frame 57 PSNR = 31.718744
Frame 58 PSNR = 31.16489
Frame 59 PSNR = 30.730751
Frame 66 PSNR = 40.93575831705573
Frame 65 PSNR = 34.289307
Frame 64 PSNR = 32.796516
Frame 63 PSNR = 31.902983
Frame 62 PSNR = 31.309715
Frame 61 PSNR = 30.757212
Frame 60 PSNR = 30.271082
Frame 67 PSNR = 34.307617
Frame 68 PSNR = 33.01318
Frame 69 PSNR = 32.04601
Frame 70 PSNR = 31.615679
Frame 71 PSNR = 31.045189
Frame 72 PSNR = 30.63358
Frame 79 PSNR = 40.93397460609462
Frame 78 PSNR = 33.854477
Frame 77 PSNR = 32.70528
Frame 76 PSNR = 31.9698
Frame 75 PSNR = 31.376915
Frame 74 PSNR = 30.827536
Frame 73 PSNR = 30.35293
Frame 80 PSNR = 34.120934
Frame 81 PSNR = 33.15675
Frame 82 PSNR = 32.270546
Frame 83 PSNR = 31.64952
Frame 84 PSNR = 31.262152
Frame 85 PSNR = 30.806068
Frame 92 PSNR = 40.91999028569116
Frame 91 PSNR = 34.065662
Frame 90 PSNR = 32.809124
Frame 89 PSNR = 31.989643
Frame 88 PSNR = 31.420424
Frame 87 PSNR = 30.909714
Frame 86 PSNR = 30.42729
Frame 93 PSNR = 33.957554
Frame 94 PSNR = 32.742863
Frame 95 PSNR = 32.028008
Frame 96 PSNR = 31.640503
Frame 97 PSNR = 31.230587
Frame 98 PSNR = 30.733309
Frame 99 PSNR = 30.520187
Frame 100 PSNR = 30.387589
Average PSNR: 32.92692496662984
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:523: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint8 = np.dtype([("qint8", np.int8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:524: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint8 = np.dtype([("quint8", np.uint8, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:525: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint16 = np.dtype([("qint16", np.int16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:526: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_quint16 = np.dtype([("quint16", np.uint16, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:527: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  _np_qint32 = np.dtype([("qint32", np.int32, 1)])
/WAVE/users2/unix/wkong/miniconda3/envs/rlvc/lib/python3.6/site-packages/tensorflow/python/framework/dtypes.py:532: FutureWarning: Passing (type, 1) or '1type' as a synonym of type is deprecated; in a future version of numpy, it will be understood as (type, (1,)) / '(1,)type'.
  np_resource = np.dtype([("resource", np.ubyte, 1)])
Frame 3 mv_bits = 3960
Frame 4 mv_bits = 3464
Frame 5 mv_bits = 3752
Frame 6 mv_bits = 3472
Frame 7 mv_bits = 3152
Frame 12 mv_bits = 4008
Frame 11 mv_bits = 3536
Frame 10 mv_bits = 3992
Frame 9 mv_bits = 3280
Frame 8 mv_bits = 3096
Frame 16 mv_bits = 4320
Frame 17 mv_bits = 3688
Frame 18 mv_bits = 3832
Frame 19 mv_bits = 3520
Frame 20 mv_bits = 3608
Frame 25 mv_bits = 4544
Frame 24 mv_bits = 3304
Frame 23 mv_bits = 3592
Frame 22 mv_bits = 3016
Frame 21 mv_bits = 3904
Frame 29 mv_bits = 4576
Frame 30 mv_bits = 3568
Frame 31 mv_bits = 4352
Frame 32 mv_bits = 3288
Frame 33 mv_bits = 3464
Frame 38 mv_bits = 4848
Frame 37 mv_bits = 4184
Frame 36 mv_bits = 4576
Frame 35 mv_bits = 4072
Frame 34 mv_bits = 3920
Frame 42 mv_bits = 4576
Frame 43 mv_bits = 4048
Frame 44 mv_bits = 4552
Frame 45 mv_bits = 4136
Frame 46 mv_bits = 4112
Frame 51 mv_bits = 5144
Frame 50 mv_bits = 4128
Frame 49 mv_bits = 4624
Frame 48 mv_bits = 4168
Frame 47 mv_bits = 4208
Frame 55 mv_bits = 5544
Frame 56 mv_bits = 4480
Frame 57 mv_bits = 4672
Frame 58 mv_bits = 4216
Frame 59 mv_bits = 4624
Frame 64 mv_bits = 5104
Frame 63 mv_bits = 4560
Frame 62 mv_bits = 4792
Frame 61 mv_bits = 4424
Frame 60 mv_bits = 4440
Frame 68 mv_bits = 5472
Frame 69 mv_bits = 4592
Frame 70 mv_bits = 5368
Frame 71 mv_bits = 4208
Frame 72 mv_bits = 5008
Frame 77 mv_bits = 5560
Frame 76 mv_bits = 5304
Frame 75 mv_bits = 4720
Frame 74 mv_bits = 4944
Frame 73 mv_bits = 4368
Frame 81 mv_bits = 5320
Frame 82 mv_bits = 5032
Frame 83 mv_bits = 4680
Frame 84 mv_bits = 4736
Frame 85 mv_bits = 4920
Frame 90 mv_bits = 5512
Frame 89 mv_bits = 5120
Frame 88 mv_bits = 5096
Frame 87 mv_bits = 5008
Frame 86 mv_bits = 5120
Frame 94 mv_bits = 6040
Frame 95 mv_bits = 5184
Frame 96 mv_bits = 5392
Frame 97 mv_bits = 5320
Frame 98 mv_bits = 4704
Frame 99 mv_bits = 6368
Frame 100 mv_bits = 5984
Frame 3 res_bits = 10648
Frame 4 res_bits = 11992
Frame 5 res_bits = 11056
Frame 6 res_bits = 10304
Frame 7 res_bits = 9120
Frame 12 res_bits = 10888
Frame 11 res_bits = 12400
Frame 10 res_bits = 11168
Frame 9 res_bits = 11072
Frame 8 res_bits = 8760
Frame 16 res_bits = 11464
Frame 17 res_bits = 11912
Frame 18 res_bits = 11472
Frame 19 res_bits = 11144
Frame 20 res_bits = 9040
Frame 25 res_bits = 11528
Frame 24 res_bits = 12368
Frame 23 res_bits = 11216
Frame 22 res_bits = 11328
Frame 21 res_bits = 9016
Frame 29 res_bits = 11360
Frame 30 res_bits = 11944
Frame 31 res_bits = 11840
Frame 32 res_bits = 11192
Frame 33 res_bits = 9496
Frame 38 res_bits = 11816
Frame 37 res_bits = 12880
Frame 36 res_bits = 12144
Frame 35 res_bits = 11256
Frame 34 res_bits = 9536
Frame 42 res_bits = 12000
Frame 43 res_bits = 12664
Frame 44 res_bits = 11832
Frame 45 res_bits = 11144
Frame 46 res_bits = 9728
Frame 51 res_bits = 12520
Frame 50 res_bits = 13344
Frame 49 res_bits = 11840
Frame 48 res_bits = 11664
Frame 47 res_bits = 10768
Frame 55 res_bits = 11576
Frame 56 res_bits = 12744
Frame 57 res_bits = 12696
Frame 58 res_bits = 11600
Frame 59 res_bits = 9840
Frame 64 res_bits = 13264
Frame 63 res_bits = 13568
Frame 62 res_bits = 12976
Frame 61 res_bits = 11792
Frame 60 res_bits = 10800
Frame 68 res_bits = 11944
Frame 69 res_bits = 13504
Frame 70 res_bits = 12544
Frame 71 res_bits = 12384
Frame 72 res_bits = 9832
Frame 77 res_bits = 12216
Frame 76 res_bits = 13464
Frame 75 res_bits = 13592
Frame 74 res_bits = 12544
Frame 73 res_bits = 10728
Frame 81 res_bits = 12024
Frame 82 res_bits = 13184
Frame 83 res_bits = 12952
Frame 84 res_bits = 11096
Frame 85 res_bits = 10128
Frame 90 res_bits = 12808
Frame 89 res_bits = 13472
Frame 88 res_bits = 12864
Frame 87 res_bits = 13040
Frame 86 res_bits = 10056
Frame 94 res_bits = 12632
Frame 95 res_bits = 12848
Frame 96 res_bits = 12696
Frame 97 res_bits = 11688
Frame 98 res_bits = 10520
Frame 99 res_bits = 20080
Frame 100 res_bits = 15568
Average bpp: 0.3953894230769231
